batch_id,production_date,shift,line_id,machine_id,operator_id,parts_produced,defects_found,defect_type,mold_temp_c,pour_temp_c,moisture_pct,sand_ratio
B4775,10-02-2024,Night,L-2,M-02,OP-06,126,34,Cold Shut,204,1420,3.32,0.85
B4776,17-02-2024,Day,L-2,M-02,OP-07,121,26,Shrinkage,197.2,1428.7,4.33,0.88
B4777,28-03-2024,Night,L-3,M-03,OP-09,93,34,Shrinkage,209.6,1424.7,4.48,0.89
B4778,06-01-2024,Day,L-2,M-02,OP-11,81,17,Blowhole,220.9,1398.8,3.08,0.85
B4779,19-03-2024,Night,L-2,M-02,OP-07,104,28,Cold Shut,205.8,1430.4,3.75,0.85
B4780,27-02-2024,Day,L-2,M-02,OP-12,82,18,Blowhole,217.5,1416.1,3.36,0.89
B4781,22-05-2024,Day,L-2,M-02,OP-12,91,20,Shrinkage,211.7,1422.3,3.4,0.85
B4782,04-02-2024,Night,L-2,M-02,OP-08,94,39,Blowhole,194.7,1422.2,5.02,0.91
B4783,10-01-2024,Night,L-3,M-03,OP-05,84,31,Blowhole,195.7,1407.2,3.99,0.87
B4784,22-02-2024,Day,L-2,M-02,OP-15,110,24,Shrinkage,199.2,1417.3,4.16,0.84
B4785,19-02-2024,Night,L-1,M-01,OP-14,93,25,Cold Shut,212.4,1416,4.22,0.83
B4786,30-06-2024,Night,L-3,M-03,OP-02,123,45,Misrun,213.4,1433.2,2.92,0.87
B4787,06-02-2024,Day,L-3,M-03,OP-13,119,38,Blowhole,200.3,1422.2,3.74,0.84
B4788,02-06-2024,Day,L-1,M-01,OP-08,101,22,Misrun,228.3,1409.5,4.48,0.86
B4789,19-05-2024,Day,L-3,M-03,OP-01,126,59,Shrinkage,217.9,1444.1,4.64,0.84
B4790,10-06-2024,Day,L-1,M-01,OP-11,115,25,Shrinkage,222.6,1407.5,3.99,0.85
B4791,04-02-2024,Day,L-2,M-02,OP-07,119,44,Cold Shut,198.1,1430.5,4.56,0.83
B4792,14-04-2024,Day,L-1,M-01,OP-14,124,27,Blowhole,211.2,1429.8,3.28,0.86
B4793,22-01-2024,Day,L-3,M-03,OP-15,123,39,Misrun,218.5,1387,3.58,0.83
B4794,25-01-2024,Night,L-2,M-02,OP-08,103,27,Misrun,222.5,1426.3,4,0.83
B4795,03-01-2024,Day,L-3,M-03,OP-15,115,36,Shrinkage,181.3,1425.4,3.68,0.82
B4796,08-01-2024,Day,L-1,M-01,OP-10,114,25,Blowhole,203.5,1435.1,3.84,0.87
B4797,29-01-2024,Night,L-2,M-02,OP-09,102,42,Shrinkage,206.8,1402.7,4.6,0.9
B4798,03-03-2024,Day,L-3,M-03,OP-12,87,27,Misrun,232.2,1436,3.84,0.85
B4799,12-06-2024,Night,L-2,M-02,OP-12,123,33,Misrun,219.9,1392.3,3.94,0.8
B4800,01-06-2024,Night,L-2,M-02,OP-02,80,21,Misrun,222,1447.9,2.89,0.81
B4801,10-04-2024,Day,L-1,M-01,OP-06,103,22,Cold Shut,209.5,1439.3,3.6,0.84
B4802,20-01-2024,Day,L-1,M-01,OP-05,101,22,Blowhole,200.7,1421.7,2.95,0.85
B4803,28-01-2024,Night,L-1,M-01,OP-09,99,26,Cold Shut,191.4,1414.8,4.37,0.88
B4804,11-04-2024,Day,L-1,M-01,OP-09,117,43,Misrun,208.2,1423.3,4.52,0.83
B4805,30-05-2024,Day,L-2,M-02,OP-03,102,22,Misrun,210.8,1418.7,4.32,0.84
B4806,10-02-2024,Day,L-1,M-01,OP-04,91,20,Shrinkage,187.7,1435.8,3.86,0.85
B4807,25-04-2024,Day,L-1,M-01,OP-05,80,17,Cold Shut,210.1,1441.8,3.89,0.84
B4808,20-01-2024,Night,L-2,M-02,OP-02,120,32,Cold Shut,209.8,1416.5,3.26,0.85
B4809,03-02-2024,Night,L-1,M-01,OP-09,116,31,Misrun,199.7,1408.7,3.18,0.88
B4810,03-04-2024,Day,L-3,M-03,OP-11,99,46,Blowhole,203.4,1450.1,4.9,0.9
B4811,06-05-2024,Day,L-2,M-02,OP-15,80,17,Misrun,205,1406.3,3.95,0.85
B4812,12-01-2024,Night,L-2,M-02,OP-09,81,34,Blowhole,201.6,1434.1,5.45,0.83
B4813,19-04-2024,Day,L-1,M-01,OP-13,108,39,Blowhole,206,1413.7,4.9,0.83
B4814,15-01-2024,Day,L-1,M-01,OP-09,91,20,Shrinkage,226.3,1436.3,3.61,0.89
B4815,11-04-2024,Night,L-2,M-02,OP-15,90,37,Blowhole,206.7,1416.5,5.44,0.85
B4816,09-02-2024,Night,L-1,M-01,OP-11,81,21,Misrun,199.7,1412.3,3.82,0.81
B4817,24-02-2024,Night,L-1,M-01,OP-02,94,39,Shrinkage,216.1,1402.9,5.42,0.8
B4818,28-03-2024,Night,L-1,M-01,OP-06,86,23,Blowhole,183.5,1393.4,3.01,0.84
B4819,21-04-2024,Day,L-2,M-02,OP-10,108,39,Blowhole,216.4,1429.3,4.66,0.87
B4820,18-04-2024,Night,L-2,M-02,OP-13,110,46,Shrinkage,210.5,1402.2,5.46,0.83
B4821,14-05-2024,Day,L-3,M-03,OP-14,109,34,Cold Shut,207.7,1405.8,3.97,0.87
B4822,30-01-2024,Day,L-2,M-02,OP-04,106,23,Cold Shut,213.1,1441.8,4.28,0.83
B4823,15-05-2024,Day,L-3,M-03,OP-08,123,57,Shrinkage,201.1,1418.2,4.78,0.79
B4824,01-03-2024,Night,L-2,M-02,OP-08,103,27,Shrinkage,226.4,1413.1,3.27,0.87
B4825,24-02-2024,Day,L-2,M-02,OP-04,85,18,Cold Shut,216.6,1430.4,3.85,0.89
B4826,14-01-2024,Day,L-3,M-03,OP-02,96,30,Cold Shut,217.8,1397.4,4.28,0.85
B4827,04-06-2024,Day,L-2,M-02,OP-14,123,27,Blowhole,212.2,1415.5,3.8,0.85
B4828,24-05-2024,Night,L-3,M-03,OP-10,82,30,Blowhole,222.4,1419.1,4.03,0.88
B4829,26-05-2024,Night,L-2,M-02,OP-03,121,32,Blowhole,206.9,1422.5,1.99,0.8
B4830,06-03-2024,Night,L-3,M-03,OP-10,90,33,Shrinkage,202.6,1431.8,3.28,0.81
B4831,08-06-2024,Night,L-2,M-02,OP-10,96,25,Misrun,206.4,1425.9,4.29,0.8
B4832,21-05-2024,Night,L-3,M-03,OP-11,102,37,Misrun,213,1441.8,3.82,0.85
B4833,07-02-2024,Night,L-1,M-01,OP-09,99,41,Cold Shut,216.3,1417.5,5.03,0.87
B4834,12-06-2024,Night,L-3,M-03,OP-10,113,41,Shrinkage,219.8,1428.9,4.17,0.82
B4835,24-05-2024,Night,L-1,M-01,OP-02,94,39,Cold Shut,218.3,1411.5,4.69,0.85
B4836,25-05-2024,Night,L-1,M-01,OP-10,88,23,Shrinkage,195.3,1391.7,4.18,0.9
B4837,28-01-2024,Day,L-1,M-01,OP-03,101,37,Shrinkage,223.2,1424.7,4.59,0.82
B4838,20-04-2024,Day,L-2,M-02,OP-07,115,42,Blowhole,204.1,1412,4.67,0.85
B4839,22-05-2024,Day,L-2,M-02,OP-08,114,42,Shrinkage,197.9,1418.2,4.76,0.86
B4840,27-04-2024,Day,L-2,M-02,OP-13,97,21,Misrun,211.7,1421.6,3.43,0.81
B4841,14-02-2024,Night,L-1,M-01,OP-12,129,34,Shrinkage,221.7,1408.8,3.14,0.86
B4842,13-05-2024,Day,L-2,M-02,OP-10,101,37,Shrinkage,212.5,1411.5,5.22,0.87
B4843,15-06-2024,Night,L-2,M-02,OP-04,112,30,Shrinkage,207.9,1420.3,3.73,0.84
B4844,13-03-2024,Day,L-3,M-03,OP-14,89,28,Blowhole,207.3,1418.5,4.07,0.84
B4845,18-06-2024,Night,L-2,M-02,OP-02,118,49,Shrinkage,210.9,1407.2,6.14,0.8
B4846,28-03-2024,Night,L-3,M-03,OP-01,122,45,Shrinkage,227.6,1426.4,4.06,0.83
B4847,19-05-2024,Night,L-2,M-02,OP-11,110,29,Shrinkage,200.7,1420.9,4.39,0.83
B4848,24-01-2024,Night,L-2,M-02,OP-13,111,46,Misrun,218.3,1408.6,5.54,0.87
B4849,29-03-2024,Night,L-3,M-03,OP-07,117,60,Blowhole,210,1413.4,4.85,0.76
B4850,23-05-2024,Day,L-1,M-01,OP-08,107,39,Misrun,204.9,1419.5,5.15,0.85
B4851,18-02-2024,Day,L-1,M-01,OP-13,104,22,Cold Shut,215.6,1436.4,4.17,0.85
B4852,31-01-2024,Night,L-3,M-03,OP-05,104,38,Shrinkage,203.7,1375.3,3.88,0.88
B4853,18-05-2024,Night,L-2,M-02,OP-03,93,25,Shrinkage,197.1,1388.8,4.46,0.83
B4854,10-05-2024,Night,L-3,M-03,OP-05,123,45,Blowhole,211.2,1405.9,4.29,0.86
B4855,02-05-2024,Day,L-1,M-01,OP-13,94,34,Shrinkage,218.3,1388,5.13,0.89
B4856,19-06-2024,Day,L-1,M-01,OP-14,81,17,Misrun,204.9,1408.1,4.43,0.89
B4857,09-04-2024,Night,L-3,M-03,OP-02,90,33,Blowhole,218.5,1425.5,3.77,0.85
B4858,08-05-2024,Night,L-1,M-01,OP-04,101,27,Blowhole,208.6,1401.3,3.72,0.87
B4859,05-06-2024,Day,L-1,M-01,OP-06,124,27,Blowhole,200.9,1429.1,4.14,0.84
B4860,06-04-2024,Day,L-1,M-01,OP-09,81,17,Blowhole,206,1427.2,4.14,0.86
B4861,21-01-2024,Night,L-3,M-03,OP-05,127,46,Blowhole,206.8,1402.2,3.85,0.86
B4862,14-01-2024,Night,L-3,M-03,OP-08,96,35,Misrun,202.6,1417,4.02,0.84
B4863,29-05-2024,Day,L-1,M-01,OP-08,94,20,Misrun,212.6,1429,3.9,0.88
B4864,13-01-2024,Day,L-3,M-03,OP-12,89,28,Cold Shut,205.2,1403.5,4,0.82
B4865,10-03-2024,Night,L-1,M-01,OP-01,92,24,Misrun,183.6,1428.3,4.19,0.86
B4866,02-06-2024,Night,L-2,M-02,OP-05,89,24,Misrun,212.8,1391.8,3.81,0.86
B4867,24-04-2024,Day,L-1,M-01,OP-15,99,21,Shrinkage,202.1,1392.1,4.44,0.78
B4868,15-04-2024,Night,L-3,M-03,OP-11,122,45,Shrinkage,210.4,1404.4,4.05,0.83
B4869,29-03-2024,Day,L-3,M-03,OP-01,128,60,Blowhole,211.8,1414.8,5.49,0.85
B4870,09-06-2024,Night,L-3,M-03,OP-14,123,45,Misrun,214.3,1414.2,4.3,0.86
B4871,11-02-2024,Day,L-2,M-02,OP-10,125,27,Blowhole,210.5,1412.3,3.2,0.84
B4872,11-04-2024,Day,L-2,M-02,OP-15,88,19,Cold Shut,191.7,1415.3,2.44,0.81
B4873,20-02-2024,Day,L-1,M-01,OP-04,82,30,Misrun,200.1,1408.9,4.73,0.84
B4874,03-02-2024,Day,L-1,M-01,OP-15,121,26,Cold Shut,201.7,1427.6,4.21,0.84
B4875,21-02-2024,Day,L-2,M-02,OP-06,90,33,Misrun,205.4,1388.5,5.06,0.86
B4876,19-05-2024,Night,L-1,M-01,OP-15,84,22,Blowhole,224.2,1437.6,4.03,0.88
B4877,22-02-2024,Day,L-2,M-02,OP-14,100,37,Shrinkage,200.8,1379.6,4.89,0.82
B4878,21-01-2024,Day,L-3,M-03,OP-10,124,58,Shrinkage,200.3,1413.1,5.54,0.84
B4879,29-01-2024,Night,L-1,M-01,OP-04,91,24,Misrun,207.4,1400.3,3.18,0.8
B4880,03-02-2024,Night,L-1,M-01,OP-08,111,46,Misrun,209.8,1455,4.78,0.81
B4881,06-04-2024,Night,L-3,M-03,OP-02,121,44,Shrinkage,188.9,1433.4,3.23,0.84
B4882,20-01-2024,Night,L-1,M-01,OP-15,105,28,Cold Shut,195.8,1428.5,3.98,0.79
B4883,31-05-2024,Night,L-2,M-02,OP-01,121,32,Shrinkage,194.7,1435.9,3.99,0.8
B4884,13-01-2024,Night,L-3,M-03,OP-03,120,44,Misrun,225.5,1419.9,3.64,0.81
B4885,25-01-2024,Day,L-2,M-02,OP-07,109,23,Cold Shut,210.2,1429.7,4.41,0.84
B4886,01-03-2024,Day,L-2,M-02,OP-08,105,23,Shrinkage,194.9,1417.8,3.84,0.83
B4887,27-01-2024,Night,L-3,M-03,OP-07,101,52,Misrun,220.1,1412.6,5.36,0.83
B4888,06-02-2024,Day,L-3,M-03,OP-15,102,47,Misrun,211.5,1402,4.79,0.83
B4889,19-06-2024,Night,L-3,M-03,OP-09,126,46,Shrinkage,210.5,1428.3,4.06,0.8
B4890,04-01-2024,Day,L-1,M-01,OP-14,87,19,Shrinkage,218.3,1407.7,3.42,0.86
B4891,05-05-2024,Day,L-3,M-03,OP-15,96,30,Shrinkage,211.9,1427.8,3.74,0.89
B4892,07-03-2024,Day,L-1,M-01,OP-09,97,21,Misrun,222.4,1421.5,4.35,0.86
B4893,05-05-2024,Night,L-1,M-01,OP-13,122,32,Misrun,192.2,1434,3.11,0.83
B4894,29-02-2024,Night,L-1,M-01,OP-14,111,29,Shrinkage,201.4,1419.8,3.74,0.84
B4895,19-05-2024,Day,L-1,M-01,OP-11,84,18,Cold Shut,214.6,1431.7,4.39,0.9
B4896,27-03-2024,Day,L-2,M-02,OP-04,95,20,Misrun,215.6,1427.1,4.44,0.84
B4897,06-05-2024,Day,L-3,M-03,OP-13,124,58,Misrun,211.2,1417.5,4.65,0.87
B4898,26-04-2024,Day,L-2,M-02,OP-08,125,27,Blowhole,206.4,1389.9,4.27,0.9
B4899,01-03-2024,Night,L-2,M-02,OP-15,112,47,Misrun,213.4,1413.9,5.12,0.86
B4900,04-01-2024,Day,L-3,M-03,OP-06,81,38,Blowhole,208.9,1420.7,4.59,0.85
B4901,22-01-2024,Day,L-2,M-02,OP-11,98,21,Shrinkage,218.4,1414.9,3.44,0.88
B4902,10-06-2024,Day,L-1,M-01,OP-06,97,21,Cold Shut,202.5,1397.6,3.25,0.84
B4903,23-01-2024,Day,L-3,M-03,OP-07,90,42,Cold Shut,201.1,1405.8,4.7,0.78
B4904,18-05-2024,Night,L-1,M-01,OP-08,126,52,Blowhole,210.4,1399.4,5.58,0.82
B4905,13-04-2024,Night,L-3,M-03,OP-10,118,61,Shrinkage,199.3,1410.9,5.13,0.81
B4906,13-05-2024,Day,L-3,M-03,OP-11,109,51,Shrinkage,230.1,1443.3,4.93,0.88
B4907,24-03-2024,Day,L-1,M-01,OP-10,92,20,Misrun,210,1387.8,3.64,0.88
B4908,22-05-2024,Day,L-2,M-02,OP-10,103,22,Cold Shut,230.6,1390.8,3.23,0.83
B4909,08-06-2024,Night,L-1,M-01,OP-10,101,27,Cold Shut,217.6,1410.2,3.97,0.81
B4910,10-02-2024,Day,L-3,M-03,OP-03,86,27,Blowhole,224,1412.3,3.46,0.86
B4911,03-06-2024,Day,L-2,M-02,OP-12,96,35,Shrinkage,233.4,1432.2,4.75,0.83
B4912,02-06-2024,Night,L-3,M-03,OP-12,102,37,Cold Shut,208.3,1412.5,2.83,0.86
B4913,14-06-2024,Night,L-3,M-03,OP-03,97,50,Cold Shut,209,1409.7,4.57,0.88
B4914,05-06-2024,Night,L-3,M-03,OP-09,111,41,Blowhole,224.6,1408.1,3.33,0.87
B4915,13-03-2024,Day,L-3,M-03,OP-06,128,40,Misrun,209.8,1436.7,1.72,0.81
B4916,10-01-2024,Night,L-3,M-03,OP-12,98,36,Misrun,203.5,1414.6,4.18,0.82
B4917,15-02-2024,Night,L-1,M-01,OP-04,120,32,Misrun,199.6,1418.4,3.11,0.83
B4918,02-05-2024,Night,L-2,M-02,OP-04,98,41,Shrinkage,210.4,1432.4,4.81,0.9
B4919,11-03-2024,Night,L-1,M-01,OP-07,85,35,Blowhole,219.1,1416.5,4.61,0.91
B4920,09-06-2024,Day,L-3,M-03,OP-11,92,29,Misrun,211.8,1410,3.2,0.85
B4921,08-04-2024,Night,L-2,M-02,OP-09,125,52,Shrinkage,190.5,1437.3,5.28,0.85
B4922,09-05-2024,Night,L-3,M-03,OP-08,121,44,Shrinkage,208.6,1415.2,3.92,0.85
B4923,12-05-2024,Night,L-1,M-01,OP-10,119,32,Shrinkage,209.3,1420.8,3.27,0.86
B4924,13-06-2024,Day,L-2,M-02,OP-09,85,18,Cold Shut,217.3,1448.3,3.49,0.82
B4925,12-04-2024,Day,L-3,M-03,OP-11,114,36,Shrinkage,201.6,1407,3.74,0.88
B4926,04-04-2024,Day,L-3,M-03,OP-01,102,32,Cold Shut,204.6,1391.6,3.29,0.86
B4927,09-04-2024,Night,L-1,M-01,OP-07,88,23,Cold Shut,218.7,1418.1,3.4,0.81
B4928,25-05-2024,Night,L-3,M-03,OP-01,117,43,Blowhole,211,1430.9,3.32,0.83
B4929,12-02-2024,Day,L-3,M-03,OP-05,99,31,Shrinkage,230.6,1417.3,4.24,0.84
B4930,05-04-2024,Night,L-3,M-03,OP-05,82,30,Cold Shut,200.5,1423.5,3.5,0.9
B4931,27-04-2024,Night,L-1,M-01,OP-10,117,49,Misrun,203.6,1432.4,4.88,0.87
B4932,31-03-2024,Day,L-1,M-01,OP-14,86,18,Cold Shut,217,1424.8,4.4,0.84
B4933,11-06-2024,Day,L-1,M-01,OP-03,97,35,Cold Shut,217.6,1420.1,4.67,0.82
B4934,19-02-2024,Day,L-2,M-02,OP-09,122,26,Blowhole,200.6,1419.9,4.11,0.84
B4935,12-02-2024,Night,L-2,M-02,OP-05,124,33,Blowhole,200.2,1427.8,3.59,0.84
B4936,17-02-2024,Night,L-3,M-03,OP-09,96,35,Cold Shut,206.7,1433.9,4.15,0.87
B4937,15-02-2024,Night,L-3,M-03,OP-15,103,53,Cold Shut,216.2,1393.5,4.52,0.82
B4938,27-05-2024,Day,L-2,M-02,OP-03,129,28,Misrun,208.2,1391.9,3.73,0.85
B4939,26-06-2024,Day,L-3,M-03,OP-04,128,60,Cold Shut,207.3,1435.3,5.63,0.88
B4940,27-01-2024,Night,L-3,M-03,OP-04,106,55,Blowhole,201.5,1437.8,5.27,0.89
B4941,04-04-2024,Night,L-3,M-03,OP-06,120,44,Blowhole,206.8,1415.3,4.2,0.92
B4942,12-05-2024,Night,L-3,M-03,OP-05,86,44,Misrun,209.2,1412.8,5.01,0.87
B4943,05-01-2024,Night,L-3,M-03,OP-10,123,45,Cold Shut,225.9,1397.3,3.07,0.84
B4944,07-03-2024,Night,L-2,M-02,OP-04,117,31,Blowhole,192.4,1431.1,4.25,0.86
B4945,09-06-2024,Night,L-1,M-01,OP-10,95,25,Blowhole,213.4,1434.7,4.34,0.87
B4946,29-01-2024,Day,L-3,M-03,OP-15,116,54,Misrun,219.3,1410.8,5.87,0.83
B4947,12-02-2024,Night,L-3,M-03,OP-01,90,33,Shrinkage,197.5,1420,4.22,0.88
B4948,28-05-2024,Night,L-3,M-03,OP-04,82,42,Cold Shut,228.5,1399.4,5.08,0.77
B4949,03-04-2024,Day,L-1,M-01,OP-04,122,45,Misrun,203.6,1403.3,4.73,0.79
B4950,24-03-2024,Day,L-2,M-02,OP-05,112,24,Misrun,195.7,1432.9,3.35,0.84
B4951,24-03-2024,Night,L-1,M-01,OP-04,109,45,Blowhole,196.9,1425.4,4.94,0.86
B4952,03-04-2024,Day,L-1,M-01,OP-10,114,25,Shrinkage,217.3,1415.1,3.8,0.89
B4953,14-05-2024,Night,L-2,M-02,OP-02,123,33,Shrinkage,200.8,1408.1,2.81,0.8
B4954,22-03-2024,Night,L-2,M-02,OP-01,92,24,Blowhole,219.6,1393.2,4.21,0.87
B4955,08-02-2024,Night,L-3,M-03,OP-12,116,42,Blowhole,208.8,1434.4,2.81,0.88
B4956,10-01-2024,Day,L-2,M-02,OP-13,126,46,Cold Shut,206.3,1429.7,5.22,0.85
B4957,08-04-2024,Night,L-1,M-01,OP-10,85,35,Blowhole,222.1,1416.1,5.77,0.82
B4958,23-05-2024,Night,L-3,M-03,OP-01,118,43,Shrinkage,217.7,1447.9,4.19,0.82
B4959,10-03-2024,Day,L-2,M-02,OP-06,122,26,Shrinkage,209.6,1443.4,3.67,0.83
B4960,12-04-2024,Night,L-1,M-01,OP-03,106,28,Shrinkage,206.1,1396,3.66,0.82
B4961,16-04-2024,Night,L-2,M-02,OP-01,89,24,Cold Shut,227,1414.6,4.43,0.85
B4962,25-04-2024,Night,L-3,M-03,OP-09,113,58,Misrun,204.3,1419.3,5.09,0.86
B4963,12-02-2024,Night,L-2,M-02,OP-03,117,31,Misrun,215,1399.6,3.86,0.8
B4964,10-05-2024,Night,L-3,M-03,OP-06,117,60,Cold Shut,218.9,1421.6,5.23,0.81
B4965,30-05-2024,Night,L-3,M-03,OP-07,128,47,Cold Shut,213.3,1419.7,4.5,0.84
B4966,15-02-2024,Night,L-2,M-02,OP-09,103,43,Shrinkage,196.2,1412.6,4.82,0.84
B4967,22-01-2024,Day,L-2,M-02,OP-13,125,27,Misrun,211.5,1443.9,4.5,0.82
B4968,04-02-2024,Day,L-2,M-02,OP-15,116,25,Blowhole,219.9,1425.2,4.09,0.88
B4969,09-02-2024,Day,L-1,M-01,OP-13,85,31,Cold Shut,218.4,1438.2,5.46,0.92
B4970,30-05-2024,Day,L-2,M-02,OP-11,83,18,Shrinkage,218.9,1404.2,3.64,0.85
B4971,03-02-2024,Day,L-1,M-01,OP-11,103,22,Blowhole,203.3,1392.5,4.25,0.88
B4972,18-01-2024,Night,L-2,M-02,OP-04,124,52,Blowhole,228.5,1418.5,5.43,0.88
B4973,03-05-2024,Night,L-2,M-02,OP-01,119,32,Shrinkage,212.9,1427.3,4.47,0.83
B4974,22-05-2024,Night,L-3,M-03,OP-12,123,45,Shrinkage,198.6,1412,3.83,0.84
B4975,13-03-2024,Day,L-3,M-03,OP-05,107,50,Cold Shut,216.2,1416.8,5.76,0.85
B4976,08-04-2024,Night,L-3,M-03,OP-10,88,45,Misrun,207.9,1426.4,5.15,0.85
B4977,25-06-2024,Night,L-1,M-01,OP-15,111,46,Shrinkage,225.4,1393.6,4.76,0.85
B4978,12-06-2024,Night,L-2,M-02,OP-13,94,25,Misrun,194,1417.8,4.48,0.84
B4979,13-06-2024,Night,L-3,M-03,OP-07,89,32,Shrinkage,200.2,1403.9,2.48,0.79
B4980,03-02-2024,Day,L-3,M-03,OP-06,95,30,Shrinkage,214.9,1417,4.5,0.86
B4981,23-02-2024,Night,L-2,M-02,OP-02,98,41,Shrinkage,206.2,1400.5,4.65,0.87
B4982,04-02-2024,Day,L-1,M-01,OP-04,87,32,Blowhole,201,1437.9,4.96,0.85
B4983,04-06-2024,Day,L-1,M-01,OP-03,111,41,Blowhole,210.8,1417.8,5.59,0.88
B4984,08-06-2024,Night,L-3,M-03,OP-02,119,44,Blowhole,208.3,1396.4,4.31,0.83
B4985,24-01-2024,Day,L-2,M-02,OP-09,83,18,Shrinkage,206,1386.4,2.48,0.91
B4986,05-05-2024,Night,L-2,M-02,OP-03,108,45,Shrinkage,214.9,1415.3,4.84,0.82
B4987,29-03-2024,Night,L-3,M-03,OP-01,104,38,Shrinkage,211.3,1415.2,4.36,0.82
B4988,12-05-2024,Night,L-2,M-02,OP-12,88,36,Blowhole,193.8,1425.7,4.79,0.81
B4989,15-02-2024,Night,L-3,M-03,OP-13,92,34,Shrinkage,209.2,1408.6,4.5,0.82
B4990,28-04-2024,Night,L-2,M-02,OP-06,83,22,Cold Shut,221.4,1419.3,3.71,0.86
B4991,23-05-2024,Night,L-3,M-03,OP-11,94,48,Cold Shut,206.3,1408.1,4.67,0.81
B4992,07-04-2024,Day,L-2,M-02,OP-03,116,42,Blowhole,238,1406.7,4.97,0.87
B4993,07-06-2024,Day,L-2,M-02,OP-02,102,22,Misrun,205,1446.8,3.63,0.82
B4994,27-01-2024,Day,L-2,M-02,OP-07,88,19,Blowhole,224,1410.4,4.27,0.82
B4995,22-04-2024,Day,L-3,M-03,OP-02,100,47,Misrun,221.9,1397.2,5.61,0.88
B4996,27-04-2024,Day,L-1,M-01,OP-11,113,24,Shrinkage,220.9,1419,3.7,0.88
B4997,25-02-2024,Night,L-1,M-01,OP-15,125,52,Shrinkage,204,1417.3,4.66,0.84
B4998,16-02-2024,Night,L-1,M-01,OP-03,92,24,Shrinkage,219.4,1417.9,3.7,0.88
B4999,15-04-2024,Day,L-3,M-03,OP-15,87,27,Shrinkage,213,1427,3.5,0.88
B5000,24-03-2024,Night,L-1,M-01,OP-11,111,46,Blowhole,210.1,1415.9,4.61,0.85
B5001,01-03-2024,Night,L-3,M-03,OP-09,80,29,Shrinkage,211.4,1431.7,3.83,0.86
B5002,24-03-2024,Day,L-1,M-01,OP-11,109,23,Cold Shut,216.8,1426.8,3.9,0.82
B5003,27-05-2024,Day,L-3,M-03,OP-14,85,27,Shrinkage,208.9,1416,4.43,0.87
B5004,09-03-2024,Night,L-2,M-02,OP-07,117,31,Blowhole,202.7,1425.4,3.1,0.86
B5005,06-05-2024,Night,L-2,M-02,OP-04,104,28,Shrinkage,209.9,1387.4,3.73,0.81
B5006,04-03-2024,Night,L-2,M-02,OP-01,105,28,Cold Shut,220.8,1398.1,3.85,0.85
B5007,27-05-2024,Night,L-2,M-02,OP-13,100,27,Misrun,207.1,1423.9,4.31,0.86
B5008,16-02-2024,Day,L-3,M-03,OP-15,99,46,Misrun,195.6,1409.6,4.72,0.83
B5009,01-01-2024,Night,L-3,M-03,OP-03,119,44,Shrinkage,219.3,1423.7,3.34,0.84
B5010,11-02-2024,Day,L-2,M-02,OP-01,126,27,Cold Shut,215.7,1402.7,3.63,0.84
B5011,14-05-2024,Night,L-1,M-01,OP-15,95,25,Misrun,211.8,1409.4,4.08,0.85
B5012,24-02-2024,Day,L-3,M-03,OP-08,126,59,Cold Shut,217.2,1406.4,4.73,0.82
B5013,03-02-2024,Day,L-1,M-01,OP-03,91,20,Blowhole,208,1423.8,3.09,0.86
B5014,04-02-2024,Day,L-3,M-03,OP-13,83,26,Cold Shut,219.8,1427.7,3.77,0.87
B5015,20-05-2024,Day,L-2,M-02,OP-04,83,18,Shrinkage,206.9,1432.8,4.04,0.82
B5016,08-03-2024,Day,L-1,M-01,OP-13,114,25,Misrun,208.6,1426.7,3.74,0.83
B5017,12-05-2024,Night,L-3,M-03,OP-09,92,47,Misrun,205.1,1412.4,4.54,0.87
B5018,26-06-2024,Day,L-2,M-02,OP-12,100,22,Cold Shut,196.5,1427,3.64,0.85
B5019,17-02-2024,Night,L-3,M-03,OP-04,111,57,Misrun,219.8,1415.1,4.65,0.84
B5020,21-02-2024,Day,L-1,M-01,OP-01,91,20,Cold Shut,191.7,1426.3,4.11,0.86
B5021,09-04-2024,Day,L-2,M-02,OP-11,110,24,Blowhole,206.4,1416.3,4.48,0.86
B5022,29-01-2024,Night,L-3,M-03,OP-08,95,35,Blowhole,204.9,1395.6,4.49,0.82
B5023,23-02-2024,Day,L-2,M-02,OP-14,105,38,Blowhole,206.1,1429.5,4.75,0.83
B5024,13-06-2024,Day,L-1,M-01,OP-10,120,44,Shrinkage,207.6,1427.8,4.73,0.83
B5025,18-06-2024,Night,L-3,M-03,OP-01,103,38,Blowhole,216.9,1396.7,3.18,0.87
B5026,02-05-2024,Day,L-2,M-02,OP-05,100,37,Shrinkage,211.4,1400.9,4.65,0.89
B5027,02-01-2024,Day,L-1,M-01,OP-10,117,25,Misrun,212.7,1434,4.07,0.86
B5028,23-02-2024,Day,L-2,M-02,OP-11,109,40,Misrun,201.9,1392.8,4.54,0.86
B5029,07-02-2024,Day,L-1,M-01,OP-07,89,19,Blowhole,197.3,1429.7,4.12,0.87
B5030,08-02-2024,Day,L-3,M-03,OP-02,88,41,Shrinkage,202.9,1393.1,5.01,0.85
B5031,24-06-2024,Day,L-1,M-01,OP-15,119,26,Misrun,214.9,1409.6,3.57,0.83
B5032,18-06-2024,Night,L-2,M-02,OP-03,85,22,Blowhole,224.5,1441.7,4.23,0.87
